NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-51.19092699127905,-51.0740660893281,-51.005538913901496,-50.95447831855924,-50.524118996824804,-48.15818670361974,-47.77213000583199,-47.39120682497604,-47.019218287273716,-46.66062104615074,-46.32050408621329,-45.997826231531796,-45.698550649378575,-48.070550885640436,-47.89188389488359,-47.762918241823314,-43.56133215884166,-43.48656730926158,-43.52145580603082,-43.56905114049151,-43.66999155081809,-43.80806371243561,-43.98289977001371,-43.919419132804364,-43.814616985833666,-43.811314027864604,-43.758588930827415,-43.945459432435506,-44.221128354391674,-44.508472185894846,-44.804124103533866,-45.10517049419158,-46.383812691905376,-45.63059105443766,-46.75704806747236,-50.28243314636351,-48.62964908560234,-51.73558424169748,-51.826275886262955,-49.09203961476971,-49.254448989468194,-49.4192156818568,-49.585521711593216,-49.75268332111172,-49.943464329427755,-50.13405883928663,-50.32407637663461,-50.51319585428373,-50.67782142188053,-50.86440661458362,NaN
-50.80503967395013,-50.70201891849295,-50.57172504064976,-50.495727296033216,-50.439381590564686,-49.98583618534713,-47.59973502193926,-47.186728271410416,-46.78036593225281,-46.385481610692445,-46.00775970751427,-45.65033878353855,-45.316957874953076,-47.63159850587604,-47.421417854113926,-47.26671065427764,-43.06733713374729,-42.98228782456718,-43.02115043877738,-43.0705926638147,-43.17944439861995,-43.34446150101221,-43.45127218360803,-43.33720212109965,-43.25817694281391,-43.28259780237206,-43.33187491559934,-43.62083885705743,-43.924681100455366,-44.23910985055876,-44.560416262390525,NaN,-45.122155212727066,-46.248178280726485,-49.77934100646713,-48.14237553814036,-51.23859735065652,-48.471822826469015,-48.64423487983939,-48.81992214368038,-48.997786256260895,-49.17691876688169,-49.379904770789494,-49.58279731664697,-49.78509556518385,-49.98639294591779,-50.16302821604952,-50.36140568040702,-50.557984201462915,-50.23190817741874,NaN
-50.42300351379287,-50.29631389859414,-48.08420420424849,-47.94996403134019,-47.83087585081065,-47.7307152391923,-47.20700069435955,-45.775612654803375,-45.3271133978018,-44.88576576210289,-44.4576022434922,-44.0498099889925,-43.6639761392393,-45.90267700836781,-45.63855386256643,-45.43248579643597,-42.54270776703249,-42.44165416983985,-41.14707518709207,-41.201140307610444,-41.34243817583537,-41.53818647193321,-41.597091616321435,-41.52649890012136,-41.49297960640201,-41.489563294099185,-41.729529750457786,-42.060059556238144,-42.40241378770241,-42.75200132248165,NaN,NaN,-45.703129262729846,NaN,-45.556474744534846,-48.6723030934426,-45.9728440846121,-46.18535908522514,-46.39895510100108,-46.61260449226905,-46.848820823005155,-47.08362201375983,-47.31649945659046,-47.5470590053644,-47.77499975407073,-47.976763236172836,-48.198852422522286,-48.417819979812165,-49.93619689371303,-50.129463383403866,NaN
-50.04734109307946,-49.89583494727146,-47.69782856189771,-47.536335892779334,-47.38801802755817,-47.25672724610586,-47.1471237055872,-46.584329462318934,-45.12203779851541,-44.638160770480795,-44.16423456316805,-43.70827931057346,-43.279859703956895,-42.87653203186852,-45.13593461541186,-44.894291861062165,-41.984451449518865,-41.867610177717815,-39.43485162434279,-39.497645623390994,-39.63339394680562,-39.81920190617094,-39.70369466699416,-39.61425884038405,-39.55767002423235,-39.600655213528604,-39.883652610168234,-40.181081930769494,-40.488141555198894,-40.80083327419276,-42.77273417058785,-42.99219814562324,-43.256830568670544,NaN,NaN,-44.06757063819342,-44.327841415023194,-44.58546685422701,-44.83972253495573,-45.1367445669395,-45.40615558268515,-45.671031990081325,-45.93121109200219,-46.18660352373235,-46.41384331419123,-46.65960805442443,-46.90060848037394,-48.32485933672186,-49.845680209308085,-50.06903261699672,NaN
-49.70757952790418,-49.5036960391157,-47.31936510396389,-47.1291705561712,-46.94967916836775,-46.78471402362413,-46.63901942113031,-46.518435419836806,-45.90593914597505,-45.42423498387553,-43.8839518711482,-43.37367689869119,-42.88848517447124,-42.43469506295545,-44.61666234774587,-44.32345821269117,-42.719512375785385,-41.24941725899458,-38.82081493899688,-38.88652001984904,-39.04790304078395,-39.254301090853566,-39.079308157163936,-38.948337715534876,-38.85288849326192,-39.15132543943842,-39.46941717453702,-39.800626171219896,-40.13953390696151,-40.48179983436562,-40.824046664917624,-41.16371552904795,-41.498918543573645,-43.265876845294244,-43.550078261951796,-43.831842276211766,-44.11006265088984,-44.40727347914295,-44.72291392008866,-45.009940455745266,-45.29145073953012,-45.56731675309066,-45.83749201827839,-46.1019912946507,-46.33754150253673,-46.59090287250086,-46.83885953522466,-48.2252212516632,-49.78730717491468,-50.01707831257147,NaN
-49.38024518256696,-49.1634310547578,-46.96575276953504,-46.73243072153317,-46.52017088211998,-46.31930052260199,-46.134494274425265,-45.97168044059737,-45.838307462452484,-45.16141631226612,-44.633706298447606,-43.05260302105597,-42.50234640326166,-41.98806842536289,-41.51441482261599,-43.726654020134,-42.0810891195158,-40.589485335865554,-38.16073120058758,-38.24348578336442,-38.42049888764767,-38.49279625855664,-38.351499393102166,-38.1859208713046,-38.35163070267611,-38.69152979242077,-39.04982812644025,-39.418974539749904,-39.792984863221115,-40.16728443870574,-40.538486654884075,-40.904162967234655,-41.26263345517207,-42.99849843978697,-43.30507081986157,-43.630246613826,-43.973152285751475,-44.28654243045925,-44.59339285848891,-44.89351086957454,-45.186825593707,-45.47335533780099,-45.753182855319594,-46.02643666187586,-46.26994361960562,-46.53055168646192,-46.785121989620926,-48.15811762482019,-49.738356369639334,-49.95081231446057,NaN
-49.13077843341058,-48.83897997430514,-46.654362860738786,-46.390648333662604,-46.1178795159717,-45.86606545133781,-45.639619009952355,-45.43099569362844,-45.24772886755306,-45.09951603526049,-44.33742851203869,-43.7553470721227,-42.129645775053795,-41.536899917719765,-40.990721087100546,-43.10244880032528,-41.40629332825751,-39.88045003652366,-37.44975988579526,-37.53732939331344,-37.74780611056636,-37.693035045927246,-37.52047609383978,-37.47553327873553,-37.83699885912276,-38.22515768611202,-38.62915428787522,-39.04046117310835,-39.45267937900734,-39.86119351861083,-40.26280075525204,-40.65537444298181,-41.037585122297635,-42.767721276926785,-43.14346958195385,-43.48863934144146,-43.82599019599856,-44.155214160786045,-44.476194207927755,-44.78894900135228,-45.09359218580029,-45.390302486778936,-45.679301815849456,-45.96083929417293,-46.21184631495585,-46.479261501863746,-46.71669138559912,-48.10091841027412,-49.676056053264126,-49.91739684447793,NaN
-48.843441365548514,-48.57810013691702,-46.42410002911497,-46.06887958884885,-45.76190696486019,-45.471551863618885,-45.175079285581255,-44.904524855132706,-44.66716346526694,-44.45942696203985,-44.29425496138606,-43.416776037975396,-42.77029152602373,-41.098161714483716,-40.463953639572225,-39.89458470012923,-40.6929353261321,-39.119417546675166,-36.68368444599767,-36.79091645330278,-37.0409821282178,-36.855128369723786,-36.6619840612174,-36.89476408648864,-37.31443468893051,-37.75820179835761,-38.21344230326537,-38.67085477775449,-39.12391986146636,-39.56828039897581,-40.00117935563746,-40.444337203196945,-40.896937944870466,-42.600456478521096,-42.998369544856,-43.36302815504727,-43.71755422943361,-44.06195468179614,-44.3963837342245,-44.72109247615774,-45.03639317090221,-45.31930077680144,-45.61684867336859,-45.90607644006955,-46.16402148242748,-46.43771340461551,-46.68083700651591,-48.05429355381713,-49.647559684527934,-49.893921979313774,NaN
-48.59424654797825,-48.304280213877185,-46.16348745353847,-45.845360796503854,-45.52440866175669,NaN,-44.76281778281306,-44.42881866300743,-44.107802251869394,-43.83574208317555,-43.59893993561577,-43.11469020262517,-42.377350243099734,-41.65523243059546,-39.94064862975066,-39.271962796026855,-39.95018195467958,-38.30987480635894,-35.86051707422553,-35.98950219523062,-36.20080699473406,-35.83607936474886,-35.855635983402344,-36.304973053115994,-36.792735433333796,-37.29943461262853,-37.810919528349004,-38.31756542741093,-38.81320507603066,-39.29414777371155,-39.82840179631402,-40.29843714378736,-40.77411857904297,-42.453858632570544,-42.87301412460287,-43.25616967470186,-43.62685903640012,-43.985436069588566,-44.332346250472945,-44.64475156917644,-44.9698358687523,-45.28478630929681,-45.566781323960775,-45.86298302544528,-46.127199322186165,-46.40654810521504,-46.654789499451674,-48.01886521271106,-49.62991318718403,-49.85737526012936,NaN
